"","V1","V2","V3"
"876",-0.128,-1.644,"1"
"877",-0.675,-0.844,"1"
"878",0.110,0.379,"1"
"879",-0.626,-1.588,"1"
"880",-0.393,0.156,"1"
"881",0.472,-1.108,"1"
"882",-0.665,0.423,"1"
"883",0.112,0.323,"1"
"884",0.570,-1.173,"1"
"885",-0.896,-0.746,"1"
"886",-0.133,0.495,"1"
"887",1.658,-0.508,"1"
"888",0.832,-0.478,"1"
"889",0.985,-1.197,"1"
"890",0.024,0.001,"1"
"891",0.150,0.226,"1"
"892",-0.903,-0.026,"1"
"893",-0.180,0.638,"1"
"894",-0.627,0.108,"1"
"895",-0.707,-1.108,"1"
"896",-0.763,-0.919,"1"
"897",-0.296,0.498,"1"
"898",1.040,-0.920,"1"
"899",-0.251,-1.336,"1"
"900",-0.201,0.596,"1"
"901",-0.950,-0.022,"1"
"902",0.115,0.286,"1"
"903",0.343,-1.634,"1"
"904",0.776,-1.931,"1"
"905",-1.004,0.252,"1"
"906",-1.003,0.031,"1"
"907",-0.828,-0.573,"1"
"908",-0.574,0.468,"1"
"909",-1.187,0.049,"1"
"910",0.931,-1.238,"1"
"911",-0.381,-0.897,"1"
"912",0.161,0.148,"1"
"913",0.944,-1.271,"1"
"914",1.121,-0.748,"1"
"915",-0.198,-1.273,"1"
"916",0.116,0.276,"1"
"917",0.069,0.020,"1"
"918",-0.025,0.418,"1"
"919",0.910,-1.102,"1"
"920",0.006,-1.237,"1"
"921",1.507,-0.056,"1"
"922",-1.046,0.170,"1"
"923",0.138,0.148,"1"
"924",0.147,0.165,"1"
"925",0.952,-1.004,"1"
"926",0.614,-1.319,"1"
"927",0.455,-1.219,"1"
"928",-0.147,0.670,"1"
"929",-0.321,-1.291,"1"
"930",-1.088,0.131,"1"
"931",-0.884,0.259,"1"
"932",0.179,0.256,"1"
"933",0.405,-1.146,"1"
"934",-1.019,0.290,"1"
"935",0.240,-1.540,"1"
"936",-0.593,0.188,"1"
"937",-0.639,0.143,"1"
"938",0.063,0.402,"1"
"939",-0.496,0.520,"1"
"940",0.153,0.127,"1"
"941",-0.774,-0.675,"1"
"942",-0.490,0.537,"1"
"943",-0.694,-1.363,"1"
"944",1.303,-0.933,"1"
"945",-0.057,0.388,"1"
"946",1.419,-0.742,"1"
"947",0.636,-1.178,"1"
"948",0.419,-1.218,"1"
"949",-0.706,0.366,"1"
"950",0.008,-1.223,"1"
"951",-0.702,-0.275,"1"
"952",-0.738,-0.680,"1"
"953",-0.366,0.560,"1"
"954",0.810,-0.944,"1"
"955",-0.183,0.426,"1"
"956",-1.098,0.334,"1"
"957",-0.743,0.113,"1"
"958",0.042,0.353,"1"
"959",-0.955,-0.836,"1"
"960",-0.063,0.500,"1"
"961",1.344,-0.496,"1"
"962",0.336,-1.701,"1"
"963",0.988,-1.182,"1"
"964",-0.024,0.420,"1"
"965",-0.240,-1.333,"1"
"966",0.154,0.135,"1"
"967",0.063,0.010,"1"
"968",1.627,-0.890,"1"
"969",0.183,0.217,"1"
"970",0.068,0.015,"1"
"971",1.951,-0.057,"1"
"972",0.151,0.198,"1"
"973",1.327,-0.888,"1"
"974",0.326,-1.108,"1"
"975",-0.852,0.171,"1"
"976",0.477,-1.058,"1"
"977",0.850,-1.229,"1"
"978",0.072,0.440,"1"
"979",-0.978,-0.538,"1"
"980",-0.821,-0.787,"1"
"981",0.198,0.191,"1"
"982",1.219,-1.026,"1"
"983",0.066,0.018,"1"
"984",-0.923,-0.537,"1"
"985",-0.108,-0.995,"1"
"986",0.092,0.347,"1"
"987",-0.083,0.336,"1"
"988",0.069,-1.393,"1"
"989",-0.007,0.539,"1"
"990",1.276,-1.157,"1"
"991",1.133,-0.240,"1"
"992",0.119,-1.421,"1"
"993",1.485,-1.108,"1"
"994",0.003,0.436,"1"
"995",0.077,0.015,"1"
"996",0.008,0.000,"1"
"997",-0.045,-1.621,"1"
"998",1.203,-1.304,"1"
"999",-1.026,-0.389,"1"
"1000",-0.746,-0.778,"1"
"1001",0.072,0.016,"1"
"1002",0.032,0.397,"1"
"1003",0.259,-0.895,"1"
"1004",-0.593,0.103,"1"
"1005",-0.886,-0.595,"1"
"1006",0.632,-1.752,"1"
"1007",-0.503,0.587,"1"
"1008",0.102,0.365,"1"
"1009",0.072,0.021,"1"
"1010",0.138,0.070,"1"
"1011",-0.850,0.101,"1"
"1012",-0.520,-1.059,"1"
"1013",-0.244,0.416,"1"
"1014",0.126,0.074,"1"
"1015",2.019,-0.292,"1"
"1016",1.773,-0.894,"1"
"1017",0.976,-1.544,"1"
"1018",-0.025,0.489,"1"
"1019",0.138,-1.526,"1"
"1020",-0.468,0.411,"1"
"1021",0.240,-1.131,"1"
"1022",2.251,-0.503,"1"
"1023",-0.780,0.199,"1"
"1024",0.034,0.004,"1"
"1025",-0.747,0.054,"1"
"1026",-0.267,0.459,"1"
"1027",0.145,-1.346,"1"
"1028",-0.798,-0.430,"1"
"1029",-0.711,0.420,"1"
"1030",-0.531,0.607,"1"
"1031",-0.015,0.462,"1"
"1032",0.447,-1.311,"1"
"1033",-0.143,0.558,"1"
"1034",1.177,-1.169,"1"
"1035",0.885,-1.229,"1"
"1036",-1.093,-0.297,"1"
"1037",1.698,-0.205,"1"
"1038",0.112,0.043,"1"
"1039",0.186,0.264,"1"
"1040",0.066,0.347,"1"
"1041",-0.927,0.140,"1"
"1042",-0.073,0.462,"1"
"1043",0.096,0.035,"1"
"1044",-0.357,0.381,"1"
"1045",-0.812,-0.244,"1"
"1046",0.131,0.422,"1"
"1047",0.265,-1.550,"1"
"1048",-0.757,0.370,"1"
"1049",-0.695,-0.818,"1"
"1050",1.588,-0.543,"1"
"1051",-0.666,0.017,"1"
"1052",-0.032,0.455,"1"
"1053",0.155,0.362,"1"
"1054",-0.434,0.442,"1"
"1055",-0.022,0.368,"1"
"1056",-0.864,0.405,"1"
"1057",-0.738,-1.042,"1"
"1058",-0.933,-0.566,"1"
"1059",-0.413,-1.227,"1"
"1060",-0.887,-0.959,"1"
"1061",-0.554,0.273,"1"
"1062",-1.037,-0.609,"1"
"1063",-0.918,-0.132,"1"
"1064",-0.912,0.300,"1"
"1065",-0.364,-1.509,"1"
"1066",1.564,-0.938,"1"
"1067",-0.860,-0.207,"1"
"1068",-0.569,0.369,"1"
"1069",0.084,0.427,"1"
"1070",0.061,0.452,"1"
"1071",0.185,0.194,"1"
"1072",0.075,0.295,"1"
"1073",0.110,0.039,"1"
"1074",-0.869,-0.453,"1"
"1075",1.058,-1.662,"1"
"1076",1.573,-0.317,"1"
"1077",0.899,-0.833,"1"
"1078",0.346,-0.987,"1"
"1079",0.035,0.004,"1"
"1080",0.383,-1.588,"1"
"1081",0.113,0.041,"1"
"1082",1.098,-0.993,"1"
"1083",-0.706,-0.754,"1"
"1084",0.448,-1.557,"1"
"1085",1.643,-0.329,"1"
"1086",-0.957,-0.117,"1"
"1087",-0.827,0.316,"1"
"1088",-0.973,0.096,"1"
"1089",-0.566,-1.145,"1"
"1090",1.005,-1.437,"1"
"1091",0.185,0.107,"1"
"1092",-0.930,-0.587,"1"
"1093",-0.950,-0.041,"1"
"1094",-0.879,0.026,"1"
"1095",0.206,0.237,"1"
"1096",-0.554,0.322,"1"
"1097",-1.116,-0.191,"1"
"1098",1.153,-1.223,"1"
"1099",-0.126,0.691,"1"
"1100",0.163,0.245,"1"
"1101",0.491,-1.658,"1"
"1102",1.295,-0.530,"1"
"1103",1.813,-0.300,"1"
"1104",0.179,0.176,"1"
"1105",0.059,-1.237,"1"
"1106",-0.841,0.213,"1"
"1107",2.616,-0.218,"1"
"1108",0.244,-1.587,"1"
"1109",-0.416,0.350,"1"
"1110",-0.925,0.061,"1"
"1111",-0.705,-0.816,"1"
"1112",-0.510,0.484,"1"
"1113",-1.054,-0.501,"1"
"1114",-1.151,-0.294,"1"
"1115",1.840,-0.057,"1"
"1116",-0.258,0.575,"1"
"1117",0.048,0.006,"1"
"1118",0.193,0.226,"1"
"1119",0.143,0.257,"1"
"1120",0.122,0.466,"1"
"1121",1.562,-1.188,"1"
"1122",-0.548,-0.445,"1"
"1123",-0.791,0.207,"1"
"1124",0.119,-1.596,"1"
"1125",-0.769,-1.053,"1"
"1126",0.092,0.461,"1"
"1127",-0.750,-0.394,"1"
"1128",-0.394,-1.325,"1"
"1129",1.374,-0.821,"1"
"1130",0.145,0.255,"1"
"1131",-0.064,0.649,"1"
"1132",0.085,0.022,"1"
"1133",-0.512,-0.973,"1"
"1134",1.523,-0.646,"1"
"1135",-0.408,0.576,"1"
"1136",0.133,0.062,"1"
"1137",0.144,0.221,"1"
"1138",-0.662,-0.959,"1"
"1139",-0.472,-0.948,"1"
"1140",1.545,-0.678,"1"
"1141",0.150,0.076,"1"
"1142",-0.575,0.659,"1"
"1143",0.104,0.042,"1"
"1144",-0.176,0.493,"1"
"1145",0.013,0.481,"1"
"1146",-1.057,-0.525,"1"
"1147",0.019,0.001,"1"
"1148",0.122,0.062,"1"
"1149",-0.673,0.395,"1"
"1150",-0.818,0.337,"1"
"1151",-0.608,-1.120,"1"
"1152",-0.990,-0.405,"1"
"1153",-1.100,-0.389,"1"
"1154",1.616,-0.956,"1"
"1155",-0.853,-0.925,"1"
"1156",-0.483,0.276,"1"
"1157",-0.056,0.559,"1"
"1158",1.565,-0.090,"1"
"1159",0.002,1.83695447397439e-05,"1"
"1160",-0.641,-0.865,"1"
"1161",1.906,-0.249,"1"
"1162",-0.178,0.518,"1"
"1163",-0.948,-1.025,"1"
"1164",0.017,0.491,"1"
"1165",0.052,0.008,"1"
"1166",-0.509,0.485,"1"
"1167",-0.415,-1.418,"1"
"1168",-0.849,-0.798,"1"
"1169",1.097,-0.688,"1"
"1170",-0.424,0.427,"1"
"1171",1.291,-1.716,"1"
"1172",0.731,-1.546,"1"
"1173",0.116,0.503,"1"
"1174",0.103,0.032,"1"
"1175",-1.155,-0.496,"1"
"1176",1.645,-0.646,"1"
"1177",1.004,-1.039,"1"
"1178",0.099,0.304,"1"
"1179",0.041,0.413,"1"
"1180",-0.006,0.419,"1"
"1181",1.503,-0.486,"1"
"1182",-0.164,0.453,"1"
"1183",-0.722,0.387,"1"
"1184",0.014,0.494,"1"
"1185",-0.045,-1.736,"1"
"1186",-0.925,0.101,"1"
"1187",1.028,-1.345,"1"
"1188",-0.383,-1.176,"1"
"1189",0.185,0.163,"1"
"1190",0.042,0.451,"1"
"1191",0.172,0.139,"1"
"1192",0.086,0.398,"1"
"1193",-0.813,0.260,"1"
"1194",1.508,-1.185,"1"
"1195",-0.512,0.499,"1"
"1196",0.082,0.027,"1"
"1197",-0.964,-0.565,"1"
"1198",0.056,0.386,"1"
"1199",0.159,0.123,"1"
"1200",0.167,0.121,"1"
"1201",-1.012,0.073,"1"
"1202",-0.575,-1.280,"1"
"1203",0.077,0.028,"1"
"1204",0.081,0.469,"1"
"1205",-0.645,-0.367,"1"
"1206",1.118,-1.264,"1"
"1207",-0.918,-0.503,"1"
"1208",-0.934,0.199,"1"
"1209",1.248,-1.073,"1"
"1210",0.168,-1.411,"1"
"1211",-0.678,0.520,"1"
"1212",-1.009,-0.690,"1"
"1213",0.115,0.349,"1"
"1214",-0.248,0.657,"1"
"1215",-1.003,-0.091,"1"
"1216",-0.889,-0.551,"1"
"1217",0.838,-0.944,"1"
"1218",0.496,-1.471,"1"
"1219",-1.183,0.109,"1"
"1220",0.255,-1.913,"1"
"1221",0.133,0.057,"1"
"1222",0.111,0.347,"1"
"1223",0.059,0.013,"1"
"1224",-0.601,0.207,"1"
"1225",1.656,-0.899,"1"
"1226",0.113,0.053,"1"
"1227",0.035,0.010,"1"
"1228",0.291,-1.371,"1"
"1229",0.046,0.008,"1"
"1230",0.174,-1.459,"1"
"1231",-0.196,0.451,"1"
"1232",0.133,0.363,"1"
"1233",-0.825,0.035,"1"
"1234",1.334,-0.989,"1"
"1235",-0.296,-1.723,"1"
"1236",0.201,-1.245,"1"
"1237",-0.915,-0.268,"1"
"1238",-0.347,0.356,"1"
"1239",-1.262,-0.492,"1"
"1240",-0.706,0.105,"1"
"1241",-0.903,-0.269,"1"
"1242",0.240,-1.655,"1"
"1243",-0.332,-1.524,"1"
"1244",-0.617,0.330,"1"
"1245",-0.966,-0.172,"1"
"1246",-0.258,0.415,"1"
"1247",0.120,0.082,"1"
"1248",-0.188,0.639,"1"
"1249",0.961,-1.392,"1"
"1250",-0.001,0.475,"1"
"1251",-0.495,-1.045,"1"
"1252",0.186,-0.885,"1"
"1253",-0.221,0.526,"1"
"1254",0.130,0.079,"1"
"1255",0.070,0.270,"1"
"1256",-0.421,0.412,"1"
"1257",-0.920,-0.660,"1"
"1258",1.923,-0.287,"1"
"1259",0.006,0.000,"1"
"1260",0.065,0.016,"1"
"1261",-1.116,-0.901,"1"
"1262",0.143,0.362,"1"
"1263",1.311,-0.820,"1"
"1264",0.131,0.246,"1"
"1265",0.142,0.250,"1"
"1266",1.582,-1.216,"1"
"1267",0.134,0.288,"1"
"1268",0.147,0.216,"1"
"1269",0.333,-1.648,"1"
"1270",0.113,0.074,"1"
"1271",-0.705,0.295,"1"
"1272",0.009,0.000,"1"
"1273",-0.706,-1.246,"1"
"1274",-0.315,0.454,"1"
"1275",-1.073,-0.030,"1"
"1276",-0.117,-1.270,"1"
"1277",0.084,0.026,"1"
"1278",-0.510,-0.457,"1"
"1279",0.051,0.009,"1"
"1280",0.336,-1.190,"1"
"1281",-0.695,0.229,"1"
"1282",-0.801,-0.300,"1"
"1283",0.025,0.431,"1"
"1284",0.055,0.284,"1"
"1285",-0.335,0.572,"1"
"1286",-0.624,-1.058,"1"
"1287",0.592,-1.276,"1"
"1288",-0.917,-0.212,"1"
"1289",0.470,-1.311,"1"
"1290",1.072,-1.252,"1"
"1291",-0.358,0.591,"1"
"1292",0.548,-1.266,"1"
"1293",1.401,-1.313,"1"
"1294",-0.863,-0.342,"1"
"1295",-0.636,0.596,"1"
"1296",-0.280,0.489,"1"
"1297",0.064,0.012,"1"
"1298",-0.980,0.215,"1"
"1299",0.123,0.073,"1"
"1300",0.644,-1.126,"1"
"1301",-1.059,-0.449,"1"
"1302",-0.723,-1.236,"1"
"1303",2.131,-0.703,"1"
"1304",-0.717,0.020,"1"
"1305",-0.768,0.104,"1"
"1306",-0.924,-0.946,"1"
"1307",-0.266,-1.463,"1"
"1308",-0.274,0.491,"1"
"1309",1.552,-1.140,"1"
"1310",0.148,0.088,"1"
"1311",0.613,-1.442,"1"
"1312",-0.677,-1.228,"1"
"1313",-0.475,0.446,"1"
"1314",-0.863,-0.418,"1"
"1315",-0.646,-0.415,"1"
"1316",-1.229,-0.061,"1"
"1317",2.213,-0.403,"1"
"1318",0.023,0.406,"1"
"1319",-1.073,-0.145,"1"
"1320",-0.102,0.311,"1"
"1321",-0.003,0.494,"1"
"1322",-1.053,-0.792,"1"
"1323",0.093,0.028,"1"
"1324",-0.537,-0.997,"1"
"1325",-0.898,-1.275,"1"
"1326",-0.731,0.189,"1"
"1327",0.178,0.131,"1"
"1328",-0.231,0.621,"1"
"1329",0.679,-1.224,"1"
"1330",-0.078,0.484,"1"
"1331",0.611,-0.911,"1"
"1332",-0.185,0.644,"1"
"1333",0.084,0.204,"1"
"1334",-0.933,-0.372,"1"
"1335",0.155,-1.609,"1"
"1336",0.104,0.402,"1"
"1337",-0.171,0.621,"1"
"1338",-0.980,-0.451,"1"
"1339",1.828,-0.601,"1"
"1340",-0.925,0.177,"1"
"1341",0.001,0.438,"1"
"1342",0.179,0.124,"1"
"1343",-0.329,0.504,"1"
"1344",0.070,0.016,"1"
"1345",-1.123,-0.333,"1"
"1346",0.265,-1.384,"1"
"1347",0.151,-0.813,"1"
"1348",-0.501,-1.110,"1"
"1349",-0.230,0.590,"1"
"1350",0.148,0.140,"1"
"1351",1.581,-0.934,"1"
"1352",-0.688,0.558,"1"
"1353",-0.947,-0.448,"1"
"1354",1.172,-1.204,"1"
"1355",-0.081,0.469,"1"
"1356",1.180,-1.077,"1"
"1357",-0.305,-1.389,"1"
"1358",-0.764,-0.112,"1"
"1359",1.491,-0.503,"1"
"1360",-0.225,0.615,"1"
"1361",-1.071,-0.441,"1"
"1362",0.072,-1.580,"1"
"1363",1.299,-0.840,"1"
"1364",-1.001,-0.764,"1"
"1365",0.010,0.000,"1"
"1366",1.386,-1.018,"1"
"1367",0.128,0.225,"1"
"1368",-0.230,0.509,"1"
"1369",-0.221,0.458,"1"
"1370",-0.563,0.130,"1"
"1371",0.118,0.096,"1"
"1372",0.179,0.321,"1"
"1373",-0.380,0.517,"1"
"1374",-0.154,-1.161,"1"
"1375",-0.208,-1.336,"1"
"1376",-0.596,-1.163,"1"
"1377",1.826,-0.083,"1"
"1378",-1.017,-0.101,"1"
"1379",-0.375,0.471,"1"
"1380",-1.072,0.235,"1"
"1381",0.072,0.400,"1"
"1382",-0.477,-1.643,"1"
"1383",0.125,0.356,"1"
"1384",0.096,0.030,"1"
"1385",1.546,-1.221,"1"
"1386",-1.055,0.156,"1"
"1387",0.217,0.304,"1"
"1388",-0.809,-0.960,"1"
"1389",0.170,0.198,"1"
"1390",-0.054,0.433,"1"
"1391",-0.854,-0.424,"1"
"1392",-0.933,-0.931,"1"
"1393",0.285,-1.085,"1"
"1394",0.182,0.167,"1"
"1395",-0.234,0.451,"1"
"1396",-0.346,0.495,"1"
"1397",-1.047,-0.407,"1"
"1398",-0.352,-1.354,"1"
"1399",0.164,0.258,"1"
"1400",0.396,-1.038,"1"
"1401",0.136,-1.445,"1"
"1402",0.056,0.502,"1"
"1403",-0.732,0.338,"1"
"1404",2.203,-0.107,"1"
"1405",-0.390,0.623,"1"
"1406",-0.871,0.022,"1"
"1407",0.037,0.003,"1"
"1408",0.143,0.210,"1"
"1409",-0.623,-0.999,"1"
"1410",0.100,0.298,"1"
"1411",-0.889,-1.303,"1"
"1412",2.234,-0.395,"1"
"1413",0.143,0.098,"1"
"1414",-0.564,-1.105,"1"
"1415",0.090,0.029,"1"
"1416",-0.336,0.764,"1"
"1417",0.162,0.183,"1"
"1418",1.136,-1.344,"1"
"1419",-0.982,-0.064,"1"
"1420",-0.712,0.221,"1"
"1421",0.213,-1.001,"1"
"1422",0.147,0.280,"1"
"1423",-0.443,-0.915,"1"
"1424",0.180,0.258,"1"
"1425",1.340,-0.802,"1"
"1426",-0.315,0.583,"1"
"1427",-1.240,-0.333,"1"
"1428",0.226,-1.046,"1"
"1429",0.403,-1.654,"1"
"1430",0.338,-1.612,"1"
"1431",-1.103,-0.022,"1"
"1432",-0.463,0.528,"1"
"1433",-0.154,0.457,"1"
"1434",-0.990,-0.018,"1"
"1435",0.759,-1.259,"1"
"1436",1.187,-1.285,"1"
"1437",-0.487,0.457,"1"
"1438",0.408,-1.250,"1"
"1439",-0.707,-0.720,"1"
"1440",0.033,0.558,"1"
"1441",-0.115,0.336,"1"
"1442",-0.039,0.445,"1"
"1443",0.272,-1.131,"1"
"1444",0.449,-1.264,"1"
"1445",0.040,0.004,"1"
"1446",-0.983,-0.374,"1"
"1447",-0.637,-1.107,"1"
"1448",0.217,0.265,"1"
"1449",-0.656,0.582,"1"
"1450",-0.764,0.079,"1"
"1451",-0.942,-0.981,"1"
"1452",-0.266,0.511,"1"
"1453",-0.354,0.373,"1"
"1454",0.239,-1.225,"1"
"1455",-0.038,0.431,"1"
"1456",-0.601,-0.706,"1"
"1457",-1.072,-0.276,"1"
"1458",1.091,-1.335,"1"
"1459",-0.183,0.454,"1"
"1460",-0.960,-0.129,"1"
"1461",-0.605,-1.304,"1"
"1462",-0.506,-0.754,"1"
"1463",-0.358,0.677,"1"
"1464",-0.909,-0.484,"1"
"1465",0.051,0.018,"1"
"1466",0.125,0.067,"1"
"1467",-0.437,0.308,"1"
"1468",0.122,0.066,"1"
"1469",-1.081,-0.357,"1"
"1470",0.123,0.094,"1"
"1471",0.121,0.097,"1"
"1472",0.901,-1.287,"1"
"1473",2.131,-0.481,"1"
"1474",-1.184,-0.091,"1"
"1475",0.092,0.495,"1"
"1476",-0.746,-1.002,"1"
"1477",1.186,-1.208,"1"
"1478",-0.614,-1.246,"1"
"1479",1.769,-0.463,"1"
"1480",0.172,0.491,"1"
"1481",0.075,0.021,"1"
"1482",0.070,0.031,"1"
"1483",0.179,0.288,"1"
"1484",-0.832,0.390,"1"
"1485",-0.264,-1.068,"1"
"1486",-0.902,-0.412,"1"
"1487",0.175,0.177,"1"
"1488",1.238,-0.242,"1"
"1489",1.634,-1.700,"1"
"1490",0.050,0.009,"1"
"1491",0.142,0.246,"1"
"1492",-0.284,-1.342,"1"
"1493",-0.056,0.478,"1"
"1494",0.112,0.211,"1"
"1495",0.181,0.397,"1"
"1496",-0.997,-0.033,"1"
"1497",-1.108,0.254,"1"
"1498",-0.629,-0.545,"1"
"1499",-0.809,0.558,"1"
"1500",1.688,-0.491,"1"
"1501",0.050,0.011,"1"
"1502",-0.462,0.578,"1"
"1503",0.103,0.031,"1"
"1504",-1.013,-0.576,"1"
"1505",-0.135,0.510,"1"
"1506",-0.028,0.545,"1"
"1507",-0.887,0.167,"1"
"1508",1.439,-0.659,"1"
"1509",-0.900,-0.728,"1"
"1510",-0.931,-0.261,"1"
"1511",-0.541,0.437,"1"
"1512",0.897,-1.516,"1"
"1513",-0.896,-0.144,"1"
"1514",-0.129,0.374,"1"
"1515",0.101,0.061,"1"
"1516",1.638,-1.057,"1"
"1517",-0.638,-1.186,"1"
"1518",-0.567,0.447,"1"
"1519",-0.548,0.552,"1"
"1520",0.044,0.549,"1"
"1521",0.177,0.106,"1"
"1522",-0.696,-0.531,"1"
"1523",0.151,0.294,"1"
"1524",0.147,0.099,"1"
"1525",1.309,-0.087,"1"
"1526",-0.936,-0.600,"1"
"1527",0.136,0.160,"1"
"1528",0.185,0.142,"1"
"1529",0.023,0.001,"1"
"1530",1.465,-1.015,"1"
"1531",1.505,-0.875,"1"
"1532",-0.559,-0.958,"1"
"1533",0.046,0.008,"1"
"1534",-0.046,0.395,"1"
"1535",-1.220,-0.269,"1"
"1536",0.009,0.000,"1"
"1537",0.175,0.144,"1"
"1538",0.092,0.469,"1"
"1539",-0.509,0.421,"1"
"1540",-0.682,-1.040,"1"
"1541",0.130,0.202,"1"
"1542",-0.083,0.564,"1"
"1543",0.118,0.240,"1"
"1544",0.609,-1.471,"1"
"1545",-1.177,-0.371,"1"
"1546",-0.695,0.003,"1"
"1547",-0.939,0.130,"1"
"1548",-0.747,0.142,"1"
"1549",-0.487,0.395,"1"
"1550",0.113,0.277,"1"
"1551",-0.918,-0.056,"1"
"1552",0.164,0.093,"1"
"1553",1.725,-0.165,"1"
"1554",0.116,0.392,"1"
"1555",0.784,-1.290,"1"
"1556",0.184,-1.321,"1"
"1557",-0.094,0.623,"1"
"1558",2.251,-0.055,"1"
"1559",1.451,-0.560,"1"
"1560",1.601,-1.048,"1"
"1561",0.907,-1.159,"1"
"1562",-0.812,0.538,"1"
"1563",0.503,-0.990,"1"
"1564",-1.251,-0.528,"1"
"1565",0.034,-1.244,"1"
"1566",-0.622,-0.021,"1"
"1567",-0.042,0.604,"1"
"1568",1.745,-0.500,"1"
"1569",-0.120,-1.466,"1"
"1570",0.158,0.099,"1"
"1571",0.778,-1.172,"1"
"1572",1.311,-1.204,"1"
"1573",-0.176,0.396,"1"
"1574",-0.281,0.548,"1"
"1575",0.177,-1.629,"1"
"1576",0.846,-1.242,"1"
"1577",0.094,0.457,"1"
"1578",-0.469,0.474,"1"
"1579",0.738,-1.745,"1"
"1580",-0.121,-1.464,"1"
"1581",-0.265,0.516,"1"
"1582",-0.919,-0.049,"1"
"1583",-1.102,-0.060,"1"
"1584",-1.212,-0.496,"1"
"1585",0.152,0.324,"1"
"1586",-0.136,0.468,"1"
"1587",-0.625,-0.329,"1"
"1588",0.181,-0.670,"1"
"1589",1.149,-1.020,"1"
"1590",-0.039,0.456,"1"
"1591",-1.018,-0.254,"1"
"1592",-0.553,0.343,"1"
"1593",0.644,-1.347,"1"
"1594",-0.770,0.078,"1"
"1595",0.167,0.376,"1"
"1596",-0.142,0.456,"1"
"1597",-0.670,0.330,"1"
"1598",0.051,0.494,"1"
"1599",-0.806,0.317,"1"
"1600",0.050,0.433,"1"
"1601",0.093,0.556,"1"
"1602",0.831,-1.063,"1"
"1603",0.166,-1.764,"1"
"1604",1.189,-1.080,"1"
"1605",0.237,-1.519,"1"
"1606",-0.885,0.048,"1"
"1607",-0.493,-0.606,"1"
"1608",0.080,0.498,"1"
"1609",-0.650,0.194,"1"
"1610",1.885,-0.551,"1"
"1611",-0.542,0.258,"1"
"1612",-0.555,-0.852,"1"
"1613",0.131,0.369,"1"
"1614",1.185,-0.705,"1"
"1615",-0.587,0.195,"1"
"1616",0.146,0.091,"1"
"1617",-0.011,0.525,"1"
"1618",-0.795,-1.182,"1"
"1619",0.115,0.055,"1"
"1620",1.890,-0.111,"1"
"1621",-1.131,-0.532,"1"
"1622",-0.319,0.452,"1"
"1623",-0.349,0.343,"1"
"1624",1.190,-1.191,"1"
"1625",0.166,0.363,"1"
"1626",0.169,0.137,"1"
"1627",-0.864,-0.514,"1"
"1628",0.128,0.197,"1"
"1629",-1.007,0.072,"1"
"1630",0.195,0.289,"1"
"1631",-0.321,0.419,"1"
"1632",0.137,0.318,"1"
"1633",-0.660,-1.069,"1"
"1634",1.082,-0.730,"1"
"1635",-1.111,-0.610,"1"
"1636",-0.848,-0.925,"1"
"1637",0.114,0.297,"1"
"1638",1.400,-0.412,"1"
"1639",-0.899,0.004,"1"
"1640",-0.749,-0.355,"1"
"1641",-0.693,0.467,"1"
"1642",-0.308,0.710,"1"
"1643",-0.272,0.538,"1"
"1644",0.796,-1.459,"1"
"1645",0.097,0.025,"1"
"1646",-0.746,-0.126,"1"
"1647",0.384,-1.614,"1"
"1648",-0.134,0.658,"1"
"1649",-0.581,0.531,"1"
"1650",-0.865,-0.976,"1"
"1651",0.079,0.266,"1"
"1652",0.118,0.070,"1"
"1653",-0.132,-1.081,"1"
"1654",-0.231,0.448,"1"
"1655",-0.711,0.332,"1"
"1656",1.880,-0.006,"1"
"1657",0.143,0.094,"1"
"1658",-0.836,0.482,"1"
"1659",-0.673,-0.032,"1"
"1660",0.773,-1.485,"1"
"1661",0.076,0.022,"1"
"1662",-0.804,0.377,"1"
"1663",-0.800,-0.361,"1"
"1664",-0.880,-0.990,"1"
"1665",-0.348,0.284,"1"
"1666",-0.361,0.360,"1"
"1667",-0.234,-0.890,"1"
"1668",-0.468,0.563,"1"
"1669",-0.006,0.419,"1"
"1670",-0.004,-1.698,"1"
"1671",-0.307,0.662,"1"
"1672",-0.677,0.187,"1"
"1673",-0.776,-0.829,"1"
"1674",-0.529,0.367,"1"
"1675",0.121,0.380,"1"
"1676",0.023,0.389,"1"
"1677",-1.052,-0.934,"1"
"1678",-0.475,-1.456,"1"
"1679",-0.166,-1.184,"1"
"1680",-0.552,0.332,"1"
"1681",0.093,0.027,"1"
"1682",-0.805,0.066,"1"
"1683",-0.427,0.323,"1"
"1684",-1.116,-0.462,"1"
"1685",2.175,-0.154,"1"
"1686",-0.185,0.649,"1"
"1687",-0.872,-0.352,"1"
"1688",0.075,0.493,"1"
"1689",0.150,0.070,"1"
"1690",-0.865,-0.621,"1"
"1691",-0.981,-0.632,"1"
"1692",0.198,0.201,"1"
"1693",-0.631,0.491,"1"
"1694",0.133,0.385,"1"
"1695",0.117,0.082,"1"
"1696",1.862,-0.929,"1"
"1697",0.005,0.570,"1"
"1698",-0.839,-0.591,"1"
"1699",0.042,0.007,"1"
"1700",0.919,-1.390,"1"
"1701",0.033,0.423,"1"
"1702",-0.413,0.435,"1"
"1703",-0.807,-0.734,"1"
"1704",-0.226,-0.857,"1"
"1705",1.659,-0.550,"1"
